Ex3.a Ex3.b Ex3.c Ex4.a Ex4.b Ex4.c Ex4.d Ex5 Ex6 Ex7 Ex8 Ex9 Ex10 Ex11
109.877428556236 8.61545962051916 4.27383691912779 1 71 15 9 12.2125272705949 25 2 0.177530682273209 0.335140551631339 -3.29668433543433 0.074682455596947
103.626772156311 7.7006785846407 5.63874955517172 0 57 9 2 6.22985196705736 29 1 0.00484428852796555 0.143239650405012 -1.97579175603762 -0.942899135198049
107.345539372807 7.3225392507141 -29.1255310838865 1 67 14 27 3.36339248337574 21 1 0 0.407822291338816 -1.69860905782801 2.76902513010171
108.508147231252 7.9316939925387 -5.67281387649859 0 64 10 3 8.6784499897738 28 3 0 0.26244408659637 -2.20079653389374 -2.04970285880872
106.911747008206 7.3851344598549 45.4883051176605 0 61 11 14 6.47569391709073 18 2 0 0.0434549192804843 -3.37494169943744 2.53323234921966
108.366298608806 8.21260749565682 18.1779149319008 0 52 14 8 6.12316066661499 28 1 0 0.142429372491315 -1.40496277417476 4.08079329452077
105.671066602492 6.98123125626671 0.205953096944114 0 64 19 14 5.6014023279837 20 2 0.162254061014391 0.564383278051391 -2.01114334064038 2.85422936068994
103.149348438011 6.50026895194707 20.7127053407231 1 71 16 4 4.57078135690473 16 3 0 0.521678252522834 -1.13925527834072 2.12440117694382
105.339848557332 7.03850937340543 7.46906514205705 0 70 11 5 2.61139437519088 33 1 0 0.213077441174537 -2.48396157730208 -0.545673425403202
104.537377033765 7.38744404952863 12.0547475744378 1 58 18 38 2.11408710279326 29 1 0 0.468980099577457 -0.330046175627834 -1.01684139208078
104.255634300975 8.75500454589045 -21.3493525170657 0 53 12 0 15.8709167528804 26 7 0 0.28732208720874 -2.45999021048035 -2.1700335979979
103.354982069014 8.10352596769121 3.89699396489296 0 56 24 2 22.4563579564531 26 5 0 0.357318291589618 -5.44450120344283 3.69977290504093
106.3864858224 8.84962533308731 -41.964916777243 0 69 10 7 12.5647547642825 29 1 0.183385142823681 0.437026352989487 -2.67364235178398 2.67060854404723
107.697559686525 7.58495793754487 -23.2715750765502 0 58 15 0 0.71350078652247 27 1 0 0.00155538850463927 -4.46350012069226 2.76204224463392
107.566150491412 6.2102123676335 27.0067020584074 0 68 13 9 12.4739068539172 26 1 0 0.39010360124521 -2.06727879523414 2.02097673887324
103.981732656203 8.21803433059983 2.79745292319298 0 69 16 1 11.4053258614521 25 1 0 0.000151658901013434 -1.13525366837047 -0.713711899291038
111.283717245244 7.49635429084631 -6.23522650983721 1 56 14 1 20.6298367314632 27 1 0 0.190336726508103 -1.98486310626451 2.94439325418904
99.7734639110227 7.38876332380432 37.220302294532 1 81 13 7 10.8570375699506 27 1 0 0.219105545403436 1.80998954348162 -1.18082326846386
105.140414389118 7.34966861076553 -14.7410465918974 1 60 11 2 4.09934942346834 27 1 0 0.106836160006933 -3.8936970969628 3.00871615831902
107.051548122956 8.82196666795937 7.80796740841092 0 54 16 2 17.1300918236687 26 2 0 0.212899885531515 -4.62049833617125 -0.814419000012586
104.049353456227 7.36054182789869 16.7341755561155 1 63 13 1 15.011004567546 25 2 0.179026257712394 0.339951579370536 -1.91095241228209 2.60326411205273
108.239042690456 8.18165293681334 -21.4194359947995 1 60 17 10 19.0536877211017 33 2 0 0.0283498342009261 0.506499285597583 1.72634508329096
105.967878431142 8.17056916490376 -14.6373806486689 1 71 10 1 14.3433620268601 22 1 0.0842549542430788 0.551694318330847 -1.82824105344649 3.21314966335288
106.799610829461 7.17445610561766 5.85227309161567 0 75 20 0 5.86552558870665 27 1 0 0.565002440125682 -2.44480503561419 -0.948348164493537
109.70131597843 7.16284467569956 9.9438404135992 1 63 15 7 0.747393170192586 33 3 0 0.0515580835193396 -2.68100094837766 0.333147124987947
105.700817587569 7.12728913165356 -1.12869527850501 0 62 16 3 7.14412796470794 27 5 0 0.29040605832357 -4.45349264661116 -2.1749244676584
104.788606479362 6.71805074819533 16.1973507338466 0 60 15 14 16.5789725554271 28 4 0 0.210140107297339 -1.48412108416179 0.152695104626914
104.828120330601 7.72762239992211 1.24673067073094 0 59 18 5 4.60081158054205 24 5 0 0.280089371223003 1.06677296231022 2.0474804926863
108.485466416879 8.75898506500821 -10.5157168769431 0 62 21 4 10.1648908201493 30 2 0 0.166996005112305 -0.498748325226601 0.333375800718529
108.396501918338 7.22412327854664 -29.5724986882069 0 59 10 6 4.15390488598487 24 1 0 0.342387213176116 -3.17088410120313 -1.75312190863273
108.461333264638 7.36243530169701 6.08152601302595 0 46 10 0 13.1270661023957 26 1 0.23176625284832 0.36144894791767 -3.22518684024332 1.93850695037914
105.345149405197 6.17463336619775 -8.38903240418407 0 72 14 7 7.40603419220945 30 5 0.000296348193660379 0.272741007902659 -5.93051459025978 -2.68551599383975
104.584801060392 8.2667864200047 -21.3311351712772 1 67 13 4 2.667807077318 25 1 0 0.276141835302115 -5.17706995743487 -1.75942701637184
106.531118915751 6.45094839418434 -25.7952583425878 0 69 13 4 6.43035012323447 34 1 0 0.409972446304746 -1.53960935958992 0.688488113392107
105.80412735235 5.9823256299933 -8.71907341348988 1 54 8 6 15.8136161508118 30 3 0 0.148517455891706 -1.74903547372774 3.07049736550817
108.862985376123 6.40790940979555 11.6405906877602 0 67 14 10 7.65098319297583 20 1 0.255913980491459 0.184857386825606 -1.53456005565336 3.02612389658489
105.124766619791 7.49447766825965 -12.0654691708797 0 67 9 6 6.01485276469529 27 2 0 0.327172298189253 -4.25644391207287 -2.33304252906479
105.816900216722 7.16150184438811 -45.9232810416232 1 58 8 8 2.75475398816292 28 3 0.248116359882988 0.238113020164892 -3.60180086345947 -2.11852647092827
110.198788379113 6.21709455471313 -15.3146668272408 0 67 20 7 3.44122185956874 22 4 0.215047325380147 0.308109852522612 -1.07616552670883 3.22347026807628
107.90697134464 7.30819228483657 27.5379376786768 1 78 17 20 14.9701533473948 26 2 0 0.199190191957168 -8.25018706041445 2.37469389784821
110.442185938725 6.97866453635442 8.08060414650716 0 74 13 0 14.2065097835906 30 1 0.267595715238713 0.336205132124014 -2.5537801846341 4.98461388502747
106.583033121839 6.90103363035039 27.6070263878391 0 71 14 3 8.69217183293146 20 1 0 0.0206416837032884 -2.11229578040957 1.05415383971585
104.410520997671 7.39727600076414 21.5025678992442 1 54 14 13 3.03965874851948 36 2 0 0.337921789838001 -0.817622044597418 -0.460668608211568
107.669493248604 6.97788702483092 10.0876393677843 1 57 24 1 10.5803775254049 26 3 0.219169219234027 0.467671945327893 -5.55944919224546 3.79665717388584
106.17586822169 8.52255309097668 -20.3150774858957 0 60 12 1 4.50489789308565 22 2 0 0.539878005706705 -3.36004874302042 -0.699501186316201
108.054046275605 6.91578126068484 33.7510445873633 0 56 13 1 26.4035031219616 23 3 0 0.108311728271656 -5.55348964408341 1.3309765555839
108.067479391568 7.82429489639182 -12.4596427199098 1 70 19 0 15.8913526620846 24 6 0 0.262906574825756 -2.47295710185334 1.29267272934325
108.527478264498 6.58575303814125 8.53518528229966 0 50 11 6 13.5099824487597 28 3 0 0.383694201740436 -3.70899626153897 3.5093701778391
106.86785150589 7.5387447546221 11.5273047627546 1 63 20 0 9.3894422340956 36 2 0 0.268703878778033 -4.71072933581285 0.0315908907632589
105.996272277412 7.22519277413466 -9.96611382339598 1 75 11 7 15.0096275099305 21 4 0.157016522088088 0.531116113960743 -1.54418643478968 1.83912594909753
106.562529003198 7.47092924351092 6.05187752063611 0 67 13 0 11.4331229667563 30 2 0.177278761658818 0.073205655249767 -2.41384138322124 -0.555515478502405
108.522545374586 6.71002671122248 -18.4137038252453 1 52 16 5 3.62041829562501 27 1 0 0.40390897156205 -0.499680564632671 2.99688945475464
109.505326104283 7.65136768524673 14.5307768267671 1 73 17 0 6.87409024308702 25 1 0.178570930380374 0.310050922827795 -2.92077895828607 -2.44522636788784
107.484821516153 8.20458504450591 43.7392496720277 0 62 27 0 5.70056181899843 30 3 0 0.257289970242418 -7.0016359716845 -2.02802188899431
105.707844917405 5.87711298965774 -7.91606584431931 0 53 13 16 12.1439201264712 26 2 0 0.384648227035068 -4.07015449627386 2.01939448382024
107.196595472557 7.63349050679544 -16.8030551177853 0 76 14 5 13.7283528915304 24 2 0 0.278547906111926 -5.10420927803741 1.6170223325744
106.326830302101 7.6889757377772 -11.4386617415302 0 52 18 0 14.2111580261382 31 3 0 0.154899217863567 -6.66309053412096 2.05986944533672
107.208485262316 7.70073296438547 -24.4333813785983 0 53 13 4 20.0613105604227 29 1 0.22113269646652 0.368632749700919 -2.54515229698595 3.66807320190457
109.049845460759 7.18707026359386 13.5795076691002 0 77 11 19 9.00333732636602 26 2 0 0.19568982060533 -0.714953128938133 -0.519676052445925
109.078061455917 7.42450836979095 -1.77599534144478 1 60 11 0 13.3723333234738 19 5 0 0.277886328902096 -4.42790867655653 2.37154493044413
106.332637248327 7.92181472330406 -27.5810457355544 1 65 9 16 13.3632778440916 25 1 0.140177337778732 0.467835062826052 -1.90605998169433 -1.65325398475049
103.697552133422 7.80732013603871 10.3450168269407 0 50 18 7 9.25910648878267 31 1 0 0.38560807033442 -2.86453070428371 -1.42355781094842
105.549152571756 9.32361589679106 -27.86703333368 1 67 17 7 15.3713655593724 37 1 0 0.165294157471508 -3.48977358185594 2.8343027975074
110.586424180757 6.76000629975171 -1.88255542557458 1 56 8 4 15.2432369888337 21 4 0 0.403212378392927 -4.89788277532374 -0.521917256134576
109.330548558521 6.41706167882689 29.1268537671735 1 62 14 6 12.8107690271666 23 1 0 0.327520434651524 -1.86060061215533 0.0571454366095066
110.309212583677 8.33494320579564 19.1225098724768 0 62 13 11 11.0135548095167 29 1 0 0.254216837352142 -1.46608801240975 -2.49841416943853
106.381168923465 7.0010203944455 -31.1605740009302 1 51 14 0 5.79333660738962 28 4 0 0.0652466448862106 -6.56008067428837 -1.24096889337405
110.52699146652 6.03245118120953 -47.6206331014639 1 59 22 39 8.58820179649316 28 1 0 0.275736600472592 -3.70051302021209 2.44534828248154
107.625994824818 6.51202263451536 15.431986765448 1 78 14 15 18.5897958265614 27 4 0 0.190801416039467 -5.13949021844933 1.19288561404528
106.67735917194 7.61999373887145 35.7252755264363 0 59 13 16 23.4907332764509 22 1 0 0.561854121056385 -3.23658754614812 2.26872667248751
110.914942012587 7.13055165342603 -22.8888677720293 0 58 10 30 8.11416269959549 23 2 0 0.189773453483358 -0.891667049435008 3.23888718647876
105.214288485002 5.84280300306499 4.02085363224843 0 51 11 12 5.78960213954293 32 1 0 0.164411542802118 -7.03324618766473 2.8139241674671
105.253831955489 8.3036961221142 -30.0576223694415 0 60 26 8 10.3971070413436 25 2 0.185750656714663 0.366442593690008 -3.14458294085857 3.30777456827465
107.58854042029 6.43717692406721 40.1007017301644 0 52 19 3 2.76976753867845 25 3 0 0.300300531242974 -3.81807939806495 0.0360389110251926
108.252122018485 6.84845008788588 -11.5064971128917 1 53 12 4 9.36705484830816 34 1 0.112306905607693 0.244338555852883 -0.34201387499338 -1.88303606704329
109.263666291149 7.70253890940051 -20.3045797745376 0 55 12 0 8.71803671415375 29 1 0 0.146343170385808 -2.7085784266299 -0.805829788170132
105.946827159428 6.99565984756756 7.0749310008801 0 69 17 4 4.32650086575032 29 1 0 0.220891897291876 -2.84134130817484 3.78292616744357
107.974990168786 7.01239964204955 -14.5054644999385 0 58 11 3 5.77646458648733 27 1 0.0903129010694102 0.0485962605662644 -2.50778564140084 -3.16006604045865
107.304216738124 7.6959577042767 -6.25962598512145 0 66 23 6 3.53046428887966 26 1 0 0.355841051037423 -0.833422081058311 -3.3696471624408
106.238515914925 7.14908266341124 7.00078836328741 0 74 10 7 2.16222700640429 28 1 0 0.114509213473648 -3.32204131884555 -1.2543707003028
108.217397475456 6.50014549354396 -17.5488319460642 0 68 15 25 4.12136512941537 24 1 0 0.175686744293198 -4.47283641292692 4.73671693594379
105.234281407749 7.1747794518892 -3.55045362834872 1 54 11 5 10.9312685918987 26 1 0 0.227377722579986 -4.72287064297364 2.285047097964
105.600440413461 5.86892480120893 3.82627428850996 1 60 14 0 13.4479582417854 29 1 0.233317400305532 0.262221846696921 -3.83778044561458 3.15415636276438
106.824117069945 8.72949099360277 0.130050334770402 1 68 14 8 14.844229937222 34 2 0 0.540619300235994 -2.96054062577192 -0.860048243137168
111.311122963263 5.95059811417215 22.0162124767071 1 72 7 6 13.8459313805375 22 1 0 0.14045978133101 -1.75085148416748 2.59632379929476
111.238702188056 7.21364965661673 35.2611835270125 1 63 12 6 3.44690388472523 29 1 0 0.185520201423205 -2.8142497363172 1.09961219186804
108.187967935398 9.57280561142958 9.72949406755124 0 78 16 2 7.76033073793938 36 1 0 0.294334106026217 -3.37613513290213 4.16768578217133
107.183373561893 6.71082086876069 1.22130394739945 0 71 21 3 13.7173816987648 27 1 0.0329278371529654 0.297912624897435 -3.93201037908963 -0.771530589775117
107.255817513187 7.52931268105441 -29.7894988426512 0 65 16 15 5.35034434469257 31 1 0 0.578314216150902 -1.66446779576037 -0.913246568520054
107.264942541097 7.18970793621693 -15.6792162863815 0 68 9 0 3.86590522813959 34 1 0 0.0801545806601644 -1.13648918504528 -2.1644741658614
105.031118841497 7.48055498590565 11.2630220975718 1 73 7 3 8.23365158756432 28 1 0 0.187536613717675 -3.79786961656158 -3.09278047963707
103.674181643692 7.69317942464727 27.9511894376213 1 65 11 15 5.03496188616915 25 4 0.00895725020673126 0.0715099867293611 -4.79206340756982 3.35916565696129
110.489460190699 8.67856886771248 12.7190433909729 1 66 11 6 11.0608676556917 29 1 0 0.148617279310711 -2.75975518734824 3.45723476548443
105.684272069447 7.11034511256475 17.9294856136606 0 69 16 17 13.9630633765734 23 1 0 0.293617404089309 -1.97019481468745 -1.15000114881363
106.755322906223 7.11574655924291 -21.8161720709419 0 58 16 5 5.6245607553968 23 7 0.0692641532979906 0.154416843065992 -5.99270348662468 -0.265046392281449
105.775150341997 7.79797615450258 1.65492556926274 0 65 14 1 18.877667251962 27 1 0 0.415320065147244 -2.31622901539527 1.05862308162449
103.685403282497 7.79949000447587 14.6269787324874 0 56 11 0 2.33063894006531 26 5 0.161787043861114 0.128809992503375 -5.29817492336051 2.20312136553808
104.851942115066 6.93600235543474 47.996516450088 0 77 16 10 8.83020080356769 30 3 0 0.318294259635732 -0.344550167483964 -0.942623312696993
109.511338961623 7.02428439693268 -32.9933093377995 1 60 12 5 12.5192392332006 24 1 0 0.0749655222147703 -0.100244046273811 -1.55098678402264
107.344108565546 9.18383869850853 -14.5714057103932 0 65 10 0 9.21420061893928 35 3 0 0.263989157862961 -3.69891283344679 -2.89235201556095
108.827151814424 6.86162436464212 -4.5215835912793 0 60 15 8 19.5210619820718 32 1 0.022754667699337 0.112845790092833 -2.00194420933245 1.73521736461848
109.915496178884 7.928959197521 32.285217423933 0 61 11 8 13.1770647673629 31 1 0 0.194903406514786 -3.42038509791774 1.95051520343787
108.662306595594 8.59941393281192 -24.5043399911807 0 51 16 11 1.66826339351692 30 2 0 0.154738028780557 -1.22776027210983 -3.51914503823191
105.642892263034 7.18179985248954 15.2596988954902 1 59 12 6 7.08066327409636 23 1 0 0.451756608611904 -5.52995817593898 -0.832437448215625
106.375315990149 6.609320536745 -2.04812445049844 0 53 15 0 7.73916259300986 28 2 0 0.216602917704731 -3.64004137729838 -0.479225089255349
104.503389980093 7.30076125408838 -8.25380671866562 0 60 11 5 9.76804078102014 21 6 0 0.115011349562556 -5.04002141756576 -0.0816443260202415
108.280540288937 6.46238357837208 -28.6077513423145 0 75 10 2 5.06840629559349 29 1 0.29548953473568 0.0766423446824774 -2.65608342023806 -0.301291280606919
106.902834787823 5.95756335063203 -1.51390975117563 0 62 15 4 17.7374877948477 23 4 0.0538332844851539 0.242781047578901 -2.5445469067029 -1.83354040500477
103.378522300042 6.48301979045785 -4.91447797649138 1 59 10 12 10.4509173073492 25 1 0 0.358386527015828 0.377896062151017 -2.01320758440318
107.198483443125 6.13065206292322 -9.25085927308369 0 68 10 39 4.70495627728322 27 2 0.173727229563519 0.272022861829028 -1.20428594246879 -0.474624306997215
108.953638720401 6.98125173708242 26.6777741567209 0 52 16 2 4.78693857073306 23 1 0 0.450105579518713 -1.88147622434401 -1.37776301663268
104.904554809629 6.89215647354937 1.63331828036155 0 63 12 1 6.68643892815289 25 1 0 0.0650218576192856 -2.59015659969276 4.02578689170901
109.09472547678 8.32565638748327 -34.3171301167924 0 69 15 38 4.21523774462722 28 3 0 0.266975364550017 -2.71297038315336 -0.625158132578233
107.666736846388 6.60280644564894 -4.07972338110296 0 64 15 9 11.7984033337412 33 2 0 0.210217290073633 -3.0336109797346 3.86853202281479
104.884311790738 7.40316691932111 -7.94094177623205 0 58 15 4 5.57415642049077 29 1 0.101908792904578 0.466078179618344 -3.56198691286482 3.3272606254694
109.697095396474 7.12189345373184 12.5634130302275 0 61 19 0 6.18669931689316 21 1 0 0.0256257828371599 -1.85647699587244 3.94095589105019
104.129590534766 7.81018800839171 9.05891276566162 0 63 16 7 8.03120043452231 32 2 0 0.51366417998448 -1.41212019629178 2.23872010018966
107.025778084389 6.82154308990856 5.58337330901882 0 64 24 4 12.3680064114906 33 3 0 0.0248444420378655 -3.24690931929528 3.36576879939474
108.74863674636 7.68721107773508 13.0967797432641 1 71 8 4 14.401529768138 32 2 0 0.0659992636414245 -5.31418603591873 1.23969993973347
106.193217617576 7.21353090397211 12.6662168414529 1 53 16 1 11.6066644236606 30 1 0 0.042172794570215 -3.98126703139072 0.198349310512362
106.079738769089 7.32786260492492 23.8925208429835 0 64 9 9 13.4952280435626 22 4 0.00121782305650413 0.301958455299027 -3.15076031956335 2.75291049053218
107.097543294852 6.0297660906954 6.70823631381159 1 50 19 3 9.16983204801253 27 3 0 0.217407917152159 -3.34865521067952 -1.64426915451135
105.531427308492 7.72988639240719 -31.2674816013614 0 58 25 2 16.1068201999761 33 2 0.0467838851502165 0.536798897841945 -3.56272304201501 -2.01412037363244
108.520890642635 7.50668371975835 6.35942996281697 0 63 12 18 20.3041570539355 26 4 0.286273415875621 0.0252819096017629 -3.08580973495476 3.05873409602975
105.883626175867 7.4199064561825 -50.4089872236161 1 54 10 9 7.76837331093117 27 2 0 0.0460096996091306 -4.0435757296179 2.23324588431259
105.918221342093 7.29879233999663 10.1969573927184 0 66 19 5 11.251779416956 20 1 0 0.289497166690417 -4.24408499100864 -0.739436873503375
105.129988858748 8.6333062362042 38.8612582430689 0 61 10 0 5.56833932218984 26 2 0 0.0941328378394246 -1.90726005093169 -0.928423849096347
102.655974474807 8.29592709630396 -27.9939058079685 0 71 18 0 21.6516302348434 26 2 0 0.0695853125397116 -2.66764663362169 -1.4531964191977
107.829977509862 7.76669846031556 -10.0225110380278 1 54 21 1 5.10303793850739 32 1 0.219695846736431 0.368256463212892 -1.34415440898864 1.96409288202925
106.938764609592 6.21165069681845 34.1257055671977 0 80 18 1 9.37662274442548 21 2 0 0.152752104112878 -1.85015509315036 2.29550761315057
107.830397269862 7.41957892374082 10.0051105273894 0 70 15 4 11.4315075398268 27 6 0 0.425195598052815 -4.58461234062216 -2.37010501840972
107.361849620303 6.86710899916557 -4.15507543830048 0 62 19 2 9.91184950293349 28 1 0 0.565254629286937 -0.948406382735808 -1.87988294824026
105.242638391884 7.90802354666152 14.8876206170324 1 50 18 9 10.3305517916893 22 1 0 0.0861180553771555 -5.13122483770108 2.76182300645291
108.945246283255 7.83475469356162 46.9720371293292 1 48 18 0 5.31977664963554 22 3 0 0.0133336957264692 -1.73759534832542 -0.524118151148779
105.623941671335 7.40462630964469 25.4281493829185 0 66 13 5 29.1377361278003 27 1 0 0.201487707071938 -6.40482782312888 -1.42411652389555
106.725054179706 8.03724510551059 9.65942297604116 1 53 12 1 3.22681641876543 28 1 0 0.238441504957154 -2.65650469112504 -0.537037961344664
105.956953799859 6.30092337982002 13.4556042893234 1 65 8 4 20.832907657307 30 2 0 0.364481348562986 -0.978845529173851 3.24456876815392
107.081086656338 8.40868497518684 2.81944622875516 1 58 13 4 14.3606024342848 22 3 0.026356835430488 0.173864914840087 -2.09775327572232 2.33315938636667
104.537044699738 8.25426703821868 -19.2088210151676 0 59 14 4 6.60319322992192 21 3 0 0.380030402024277 -3.75414027050214 3.29559265471587
