v1 v2 v3
-4.42579356669343 z 4
0.743414804714032 j 2
1.65538879100221 m 4
2.06855365667563 w 5
10.9459129617407 b 0
5.41321391392696 w 3
-1.59442984469976 k 3
4.84091825951808 u 6
6.89288015203862 i 5
3.09035803034322 d 4
3.18068246994391 e 5
3.83508431188454 j 3
2.3214793066703 m 3
-5.85928789268816 j 2
6.80198780234943 i 1
-3.3049027507912 a 4
4.92684046145973 x 4
-0.266223785255599 f 2
1.81480583523329 u 3
3.18623786125749 s 0
0.390045861655635 e 1
-1.7260299100606 s 5
1.1107849935441 t 3
4.88938504476892 s 1
0.102362452332237 h 4
-1.10293369779484 v 1
-0.65814050609754 w 5
-1.94793292757267 u 2
-3.1417663180273 i 3
3.68211518632821 p 3
4.80866049612305 g 2
0.266166268930018 c 1
-0.194240884689779 a 3
-0.0958542966704594 l 2
7.23714596084561 o 0
-5.80574917945309 x 2
3.52948781611004 n 4
0.021196926617959 r 2
1.79855351912404 h 4
9.72002759620091 f 4
-0.533954192792312 x 3
8.79749268631388 u 0
4.61941156594522 l 1
0.519379409161359 h 1
0.245748897277287 m 1
-2.05693777206616 u 1
1.59677831427663 t 0
2.62145930095517 f 2
2.92028226723684 o 2
2.82977914447736 e 4
2.72878243871235 n 3
-4.2961243622344 a 4
3.76652216920333 a 1
5.91806914412676 a 0
-5.14399138685083 x 1
-0.38699257916925 t 3
-0.33021380728465 q 2
2.38462357897677 o 1
6.91301629357948 s 1
0.0462361468911094 g 3
-0.674322746225021 q 3
-8.31222535582638 w 3
5.13553430305969 w 7
-5.14998948455922 x 3
-0.723206249781829 m 5
0.920248855824836 d 2
1.37038060699047 b 5
3.5072672986794 o 1
-0.832806766151924 v 1
-4.74759789185387 q 2
-2.11523389447558 n 1
-0.963544451175602 e 2
3.72643853290364 n 4
1.90404197707133 x 3
5.26129242359041 o 1
-0.0310737243244481 h 2
-0.539018116687825 b 3
2.23806271003867 s 2
-8.00396890186666 v 3
1.83980386612557 w 2
-0.90912657431576 v 4
-2.52624232877176 g 3
-0.657238524360188 c 1
6.18446971444141 w 2
1.93236907564103 x 2
8.06865399054563 t 3
-1.21630697203345 j 1
2.42042522463857 z 2
0.230832031855246 a 1
0.242322702095545 f 1
3.25276825685078 o 3
4.58791017863903 j 0
2.4549603168722 l 1
1.44543744883195 o 1
9.94453529656282 g 1
1.11996435372026 u 0
4.8780761879881 t 1
1.81843545519154 v 1
2.86102439220956 y 4
3.42501778911268 r 4
10.5511558351374 x 1
9.13099057227057 r 6
3.35260245061403 a 4
-1.46236873302707 p 1
0.800659815863451 d 0
3.93933758333278 r 3
2.9006734933325 w 1
0.176874741190147 x 0
-2.54514891652453 y 1
6.57280249436291 r 1
3.88771206733626 f 1
-2.88060962770454 r 3
0.566594040583909 r 2
5.53577965849387 x 5
-5.47118174205854 f 1
-2.8190779600853 f 3
-0.569633681843666 j 1
10.4255499333064 a 1
5.51028219184729 h 2
3.96470109456139 l 2
3.27407297447065 g 3
1.92502912936432 j 1
8.49923075690643 p 1
10.81696824393 p 5
5.13582159296998 z 1
0.0687988419576542 j 1
-0.698425895851006 k 4
4.88084732871315 q 2
2.70718993415279 n 2
0.105244960016233 t 0
3.80946770238304 d 0
3.00336051510249 p 3
7.12100309642429 l 5
0.996258669385697 c 0
8.14706165053118 v 3
-1.51114033002963 x 4
7.26947844187422 v 4
9.16838502386649 i 3
6.59795056436358 l 0
0.37592903261213 v 1
1.20833412767976 d 0
-1.31438640283572 i 1
2.93732886019471 r 1
1.00505224937472 a 3
-2.03987930728308 h 2
2.50090370501818 h 0
6.9059704913407 r 1
0.128881065299539 x 4
-0.716812567262773 x 1
-0.11269950165834 i 1
3.2391891102995 f 3
-0.24458403676436 r 0
0.60574417828501 j 4
4.37011979955271 x 2
0.480551080898694 z 2
5.58653328741819 l 1
2.50260204795983 h 1
-3.31526618823373 k 1
-3.85661981098218 d 7
0.171719927019228 j 1
9.98284403812774 d 0
5.44935766017689 g 0
0.372865458051149 m 1
8.84334133179937 j 4
3.32320688637561 c 2
7.85603995588357 r 2
-2.67812171080327 m 3
2.2248792881832 h 0
-5.34425780775581 t 1
5.8019424866065 r 1
2.82377806071376 u 2
1.18716631685769 w 2
-0.751487518441704 e 2
2.0533324302762 i 1
-4.69263262139529 t 1
5.95947355383663 j 2
-1.18055440567598 x 3
-0.416676143093913 c 2
0.960005832776956 m 2
-1.76299671044872 b 3
1.60694315409219 b 7
5.29269066317785 b 3
-0.62024789194481 f 2
4.64688314125202 a 3
5.58128717784865 v 2
6.55784117604765 f 4
-8.80075668851906 m 2
0.0150473402049143 v 1
-0.167726394186126 a 7
-1.11092200967531 y 4
-0.465760976262965 y 0
6.98403753334261 y 1
0.833756138797513 k 5
1.27985090492031 t 2
-3.68716744239893 n 1
-7.92107558392934 g 2
4.07766967266558 j 2
5.14084792585594 c 3
1.57116601272656 e 3
5.95625008061154 y 3
-2.94064949745103 m 2
-1.61574782423262 j 4
2.14729437434976 q 2
-0.912785628972644 p 0
8.89687999402409 v 1
2.27011332126622 i 3
-1.00008563351667 d 1
5.13300572393774 v 2
6.30908192034404 a 3
6.01173522904763 d 1
4.51354558693625 z 4
1.23613698135248 p 5
-7.60543949090202 j 1
-7.64134387903998 m 1
2.952726333188 e 3
5.1983372145639 d 1
1.18087228457191 j 3
1.59507148179349 m 2
2.06937111489745 t 4
0.96585360068596 c 5
2.70634905590496 c 5
-2.80251098367694 s 2
8.00560558567312 d 1
0.832558311942827 y 3
2.99258530298215 d 0
3.92168212775485 g 4
-3.99109003135458 i 2
6.06801801726128 k 1
-6.19752902898294 k 3
-1.4024888460704 t 4
-4.35453574940727 n 2
4.59863327843753 t 1
4.49349244472481 j 2
4.98138760872457 p 5
8.31347755812297 j 3
2.81015509393036 t 1
-2.62992252921063 b 4
6.74531505043876 u 2
2.01277292134266 r 4
0.876476510345904 m 2
0.614474575239856 l 2
2.7691522442235 x 4
1.387528240972 s 0
8.54779089522862 y 4
1.71010515403985 u 2
4.37001728853456 o 3
3.77277984339258 t 2
4.33616453506963 i 5
5.4717951709093 x 3
8.13219940562519 n 3
0.607778723436623 x 2
6.70390066939082 p 5
4.90040438210273 u 2
-1.62365189810486 q 4
3.23691766350721 w 3
4.50586685811985 g 3
6.09728543078267 n 2
6.11275606272232 c 2
-4.49234183703024 m 2
2.33070988193802 f 1
-0.391569616895829 w 4
4.49269533347832 s 1
2.23981705968492 v 4
7.33501833276121 c 1
2.51145164984977 q 2
0.61272074764926 a 0
-0.278422918165013 c 0
3.72646292765768 n 3
1.53911341786268 e 2
5.02530126047222 o 2
7.99325649730689 r 1
6.30063426227079 s 2
-9.58577679172856 g 4
0.696433361769769 h 2
-5.94633600295721 s 5
4.49190378156295 u 2
3.80578768615433 s 3
-1.71553835633798 n 2
-3.22762969056251 z 4
-6.85426940121658 b 2
1.05580337622643 b 1
9.90470805667094 m 1
5.25187268780454 k 1
-2.81299569782294 w 3
4.89627303758292 h 3
4.29207815259948 e 6
1.6021790920399 x 2
3.82463659419719 r 3
7.06611467785264 u 1
5.63145495751974 l 3
3.89938527527224 d 0
3.8927945288748 k 3
6.30301766124517 o 1
-1.83565802724689 i 2
6.53270414643225 a 0
-1.85020382317085 f 4
6.59150960542328 e 3
3.88115920544493 u 1
-0.718376898706146 l 0
3.56370006749793 m 3
0.750279863161697 c 1
1.30336146741509 c 2
4.20764163069931 e 3
13.0699010428614 l 2
-0.406858509579902 x 3
-4.48420296159917 v 2
0.961709534050994 f 1
2.31919166777814 g 0
1.66230769497096 d 2
0.668169681613261 f 0
2.4115527380138 q 5
1.87212588621519 q 2
1.78794972694954 t 1
5.09875965310424 x 1
-0.673265865290671 n 2
9.24948995873783 q 2
0.210204346060305 c 0
3.88727293830592 p 2
2.77912990519326 p 3
3.08672146233476 e 3
7.23372143386933 i 1
9.83802113473238 f 3
1.00197596858443 h 4
-0.19931700310651 c 3
5.08562210997655 z 2
1.29151174921637 i 1
-1.51058661054453 i 1
0.332980564288961 z 2
4.09717900623654 z 3
4.05275392622877 h 3
3.45222123919373 m 1
10.7254436688931 i 3
5.880933429899 t 3
1.13788771025629 m 4
8.9673426535088 l 1
-4.99235167305936 g 0
-2.99222454657561 f 2
1.2963457065324 f 3
-0.952434102753335 u 1
7.0274949945341 f 2
1.10291838255219 y 2
7.52987682459583 q 5
2.87958421497778 y 2
6.09131460750129 k 3
9.54486315929292 g 1
10.4738211869632 k 0
5.92401352679203 m 2
10.2621249719391 u 3
2.15135821610109 o 1
1.08464973558572 p 6
3.37598573857524 e 2
11.753724192952 z 4
1.02199721108108 a 1
-6.30363626408706 f 1
-0.1745806955186 y 2
4.26967255880059 u 4
0.848778884392847 s 4
-5.05006914404999 j 3
4.00181502182854 j 4
2.65901041038684 o 6
6.0963548182464 z 1
10.3852596300663 w 4
7.15583086249126 z 2
5.28177101076389 k 2
-0.259340879425902 m 2
3.87556110592179 u 1
4.98992378661258 h 1
-1.17960770149294 y 2
1.2799275556158 c 1
-0.19399194566528 b 1
5.72700952293367 h 0
9.16405271341794 q 0
1.4757438157055 r 1
-2.54297333466715 z 2
2.81835689041776 n 2
3.59576322794866 r 4
-2.51467895735834 l 2
4.41680118782304 a 5
5.85191276498934 c 4
-0.976430723015159 e 2
0.200215276179339 j 5
-0.704677364518925 j 1
-2.79506019715278 v 0
1.79422808798074 d 4
3.03859953542402 f 2
2.73963982123907 t 3
0.669829357810799 n 4
-5.82029712365211 f 3
4.36421728363036 x 4
-4.54243694316853 x 2
2.99481286951518 g 5
-1.98370519260232 f 1
0.240723811218074 e 0
3.92136944215937 n 4
-2.63060156420225 c 2
2.65340520791935 l 2
4.6323693935425 y 2
6.89094880496245 a 4
4.72975188669103 r 2
-5.29000529091288 x 4
8.6472384386546 q 3
6.19491261917927 j 2
3.88544437964473 h 5
5.31025051762397 h 1
0.951404784016659 p 5
-2.50144199046208 x 1
-1.37357300750211 r 3
2.007078493004 z 1
6.94171430456573 e 2
1.26041830008408 x 4
2.13226086876495 s 1
6.94434059684122 t 2
3.2766981393161 f 0
-0.0435692144291018 v 2
5.21328809780677 g 2
0.203471878205052 y 2
-4.95236046611839 r 0
1.4062132384313 n 3
2.9771386884641 j 3
4.1785597031465 t 3
0.627760285723637 v 3
8.21613215039594 s 3
5.16776761889932 q 3
4.19748235500788 r 2
-4.65658899755596 o 4
8.13022471543278 a 1
3.6991747466687 q 3
-2.42042982930602 a 1
6.36200636156709 y 1
0.211505571256565 d 2
5.93978918356498 t 4
3.92021716788105 q 5
-3.07814947884146 m 2
1.11938632367093 t 2
-4.44685169148751 s 1
9.94401167488644 s 3
3.97587023764356 k 1
-2.57780980987419 g 1
5.93718393842354 d 2
5.54021540262204 i 2
-5.31605296509592 d 4
4.0585586023234 i 4
7.12143094426074 w 0
6.25568944638559 h 1
2.35897383038024 f 1
-0.613041154976583 e 2
3.07951744057653 k 3
-1.37675934294516 i 3
2.83023382935044 o 1
-4.70517848552401 g 2
2.91439363396514 x 1
5.7898223938127 k 2
2.70118089938759 s 2
4.70661455549461 i 4
2.75387775197968 s 4
6.57620968017615 m 4
1.02274298489728 q 5
6.02278210063039 a 5
2.41677426665012 d 2
-6.50414257024469 s 1
-5.99407673114876 w 2
11.1844256129069 v 1
3.29332563349096 r 3
1.2788611799487 q 1
2.80192574512594 t 3
12.7213329429919 h 2
4.68346347669378 t 2
4.12453949334556 o 0
0.817757769469595 l 2
-3.10260057480799 w 0
4.98945037573926 i 1
7.4889031589287 f 3
4.67677003092414 f 0
0.650009863818496 s 1
-2.23290179088641 k 1
-0.306262711118362 b 3
7.97184326589006 j 4
-2.81139101456818 m 1
-4.16393405998251 w 6
12.647110644949 g 1
-0.921166205955462 b 2
-0.323259146383124 t 2
-0.279847806977974 k 2
-2.11452226636252 f 5
-2.23672897137581 o 4
-1.22847032628651 a 1
2.37813682546555 t 4
10.1128775563681 r 2
1.25028901895992 f 1
-1.64192876452218 h 5
4.41613318535661 u 1
0.601119545934873 q 0
5.40669757479699 o 7
2.41743990066593 k 2
-2.4896750660857 v 1
1.11237684451498 t 1
-0.642385025316335 j 3
-0.672022902912003 f 0
9.13571151827313 h 3
2.13924589428021 x 2
3.03136798747948 r 4
4.31446112421005 b 2
6.11926904693293 a 0
0.162269338262829 f 0
7.09018614707078 r 4
2.55737576838588 g 5
2.13157671467576 w 3
5.32373058393565 c 0
1.84543791960409 m 2
-3.36531832965178 d 4
-3.82301489898787 y 0
-0.807637717388734 x 0
3.45403145700355 o 1
-0.725410969092604 h 1
-1.096744598312 m 1
3.84556123563288 o 3
13.8330272040661 b 2
-8.48175590901153 o 1
-0.237245975734214 a 1
7.21866357221248 s 2
6.75915441747251 a 5
2.29659429712951 j 4
3.11450162332295 q 1
3.7537290731076 w 1
-4.63439712789591 m 2
7.07242942706804 t 4
2.18456493135687 l 3
3.60710002324192 n 1
0.657191745304978 p 3
0.719167672821542 h 1
0.390424110833525 l 1
-1.05883926482447 e 1
8.85565380872171 w 1
4.63199006307649 c 4
0.67806533468929 z 4
-4.80339897949212 g 1
-0.558484906560619 b 2
3.52562610860465 t 1
4.17728998846261 a 1
1.59222613074082 b 3
2.2653514263109 w 2
-4.31861329932872 y 0
6.48197678387348 c 3
-2.8782101030422 k 5
-2.57835935356101 h 4
3.34474599485315 a 7
0.918772589742172 m 0
-7.58895238429792 r 0
2.35522961414769 k 0
-3.39039503852374 f 1
-0.779376468096474 d 2
-7.52608593410675 h 3
-3.7793082378562 j 1
4.52832077957504 f 0
6.47819971510295 q 1
-4.75585648988939 d 2
5.61051650991905 s 2
2.44888432405682 m 4
2.73815430465431 o 2
6.95643515653321 u 0
6.32845021335319 f 2
6.82857120906264 k 2
5.61454553099456 s 4
1.24238824307043 t 2
0.700503729681806 z 1
3.8245132236062 j 1
6.21999797061633 m 1
3.77243517730317 e 2
9.47492798799509 v 3
1.33118397577358 p 4
6.66364785224283 i 2
6.58522334537011 i 3
4.36187266243978 f 4
6.49031417769313 c 3
3.2497783851116 i 0
1.48772843287939 v 2
1.47409310804786 u 2
1.69041376109699 g 2
2.43011228973258 q 1
3.50833918349875 j 2
-1.2036971960712 i 1
-2.35673746672501 v 0
6.85174043505303 a 7
6.65363428662629 i 6
1.89238441670877 p 4
3.09562933872493 x 3
0.706315782978388 v 1
8.28413879708884 o 1
5.4760028145988 e 1
-2.74016108422609 z 0
6.50383551281026 h 1
2.08599987344579 t 3
-1.25978130621125 d 2
8.8614647343444 n 5
-2.85987361051327 p 3
1.44267781673765 z 1
3.91395526556304 k 2
3.96350219782256 x 2
0.447875773839773 i 6
0.447043026203913 k 0
0.101726003933331 s 3
4.78560711177297 m 4
3.45374201313733 a 1
-1.55862038199044 g 4
-5.0209366352177 j 0
9.96446442735864 d 4
-2.53061472047777 k 2
-2.31405941688068 k 1
0.00424991708037359 w 0
7.13084791555906 s 4
3.97121135539377 t 1
0.955310455562109 x 2
3.00114214609608 l 1
0.458566893438038 f 3
-0.242062686430939 t 4
-3.55552459182005 l 0
9.23335783732346 k 3
6.37595791279727 e 2
7.77393073725738 o 3
-2.26025209514926 u 2
3.52313007910738 e 2
1.15580720499796 m 3
3.95408871349272 x 4
1.11758020209402 g 2
8.99639703579793 l 3
3.24061420998565 p 0
2.42254950007128 j 0
2.36830804174854 v 2
-4.13343325322401 u 2
9.61263575899794 b 2
1.04394062937522 p 1
8.04550860686198 t 2
1.86851954790274 m 2
1.8141807027954 q 4
-3.07814796081407 d 1
4.71803957667291 c 1
7.33984936040174 j 1
4.57162367414771 f 0
4.71812911490668 b 5
-2.16125747656414 u 1
8.43789947043775 y 2
-2.47900184288927 i 4
-3.59985538031277 g 4
6.8252725571045 z 1
-7.91217407136467 z 3
3.04579217997472 l 1
-3.46528033549487 s 4
1.62217177836372 d 1
0.00604662818670576 h 1
-0.764911247251904 c 3
2.9028782656459 p 4
4.08857181154007 a 1
3.8308100788819 t 1
-5.02741239293105 e 3
2.74151934470673 z 3
-0.82947581462134 l 1
-2.36600127145582 o 2
1.5198081174296 p 5
1.2709562886795 b 5
1.47051255661346 t 1
1.47203973455212 q 2
3.09256248155972 n 2
4.36341553634277 j 1
2.65733340738567 t 3
10.1820668254506 g 2
1.63975244863846 u 2
4.20190035361741 d 2
-1.56071566621284 l 6
5.97764673168622 u 1
3.66153695922768 x 3
5.17623659077376 c 4
0.754378783925726 n 2
2.99054192536143 x 2
-0.707046890921996 q 2
2.24496295866279 y 1
3.5504900470499 w 7
-1.45444834753027 i 2
1.2595158001108 l 2
2.90447960308574 x 4
-2.49686807291185 o 2
0.189568220769671 x 3
2.45649681470325 c 2
0.186772922175742 s 3
6.80769196897181 q 1
-2.74404269413564 t 1
-1.66974554720878 n 2
3.07459576888295 w 3
-2.25474797745332 n 1
1.24750524207244 p 4
-0.0331835312860194 l 1
-0.288739148355224 k 5
4.80546192795149 f 2
2.66697013106591 q 1
1.95731471317727 y 2
-2.26077026784486 k 2
-3.18151161947053 v 2
2.91354429956718 p 2
1.07520279336077 b 4
1.98810774733521 r 2
-0.0224017144637298 e 2
-5.78130812606984 x 6
3.63814243981297 z 2
-0.423466566420354 f 1
3.9363289160909 z 2
0.294015786496034 r 3
2.61108701921284 g 2
-0.965940878088044 y 1
5.08865596794639 z 4
9.22235147515027 o 4
-2.77807408513558 z 3
1.1884209684751 r 2
1.7285256462969 l 6
0.00113342872761324 t 2
3.1321399536026 l 2
2.62399703830383 d 1
-3.56609490335913 s 1
2.94054601313307 i 0
7.43457055060593 q 2
5.55262971060887 d 1
0.146528071602419 p 2
2.9356177918234 r 2
1.9920507632589 u 0
4.93124563959941 x 2
7.16857136382379 w 2
10.2686922016994 l 1
8.07346943331703 i 1
9.52035276788789 n 3
5.35579617164824 b 3
2.3509669667993 z 3
-6.12485060278008 s 2
1.48983806808678 x 1
5.6019542717228 d 2
-2.87499125048282 k 1
-7.11979134599442 l 5
-2.2277023170123 d 2
-0.488110661180233 k 1
-7.2604953905807 j 1
4.05785948697646 b 3
-1.8627304333014 p 2
-2.62002698153724 w 1
1.95251087622292 p 6
-0.626883406166166 y 1
1.37737776811522 c 0
4.7118839392629 u 1
2.54794500347284 g 2
0.821336892759299 y 5
8.98974463882556 e 0
-1.58549721811621 h 2
2.97041604688127 p 1
-2.16562674381734 r 0
4.70298063947175 j 3
14.1464643123437 m 1
3.13522476714962 c 3
8.15905385371108 o 3
-5.66543616225405 i 0
1.9912348123967 a 2
3.83557635278121 c 4
7.33772586495405 b 2
6.45927503495364 g 1
4.95522475705207 p 2
1.26434564636197 r 3
0.221465609931508 l 3
-4.75899240406887 v 5
0.723160453948996 r 2
0.524067931018343 z 1
-6.63089902428138 y 2
0.13411353272503 n 1
8.18213698490702 a 3
1.95090542959616 n 0
4.5031319141248 d 1
-2.80772340290189 k 2
-0.512057354593338 w 3
4.60162497592466 c 3
3.50127608287877 y 0
2.63245824613179 k 3
1.2623638882436 b 1
5.81002991137937 p 1
9.5637173122232 v 1
-2.32149288608116 g 1
0.704737026608028 f 4
-0.199687600479165 t 5
-3.08425147425439 o 4
-1.47796576522271 r 3
5.58458433505761 e 1
-1.3718296456612 m 1
3.24391437153952 l 3
2.21714225447324 y 0
3.95599969793417 e 5
6.18232724831489 b 0
-3.18495186938636 v 3
4.77642452872932 g 3
-1.785358485394 u 4
3.42970403029212 w 0
3.69224303813438 m 0
3.97572810242462 c 4
6.98011695206249 n 1
1.65040648586582 y 3
0.830646133973647 s 3
0.998674157144914 q 2
4.65556134599541 g 4
1.07789424287856 p 2
6.67275889383436 v 0
4.81600132061668 j 0
-0.265159860072929 v 2
-0.179682278331928 s 0
5.1653207132177 a 2
-0.0831019325446487 l 2
1.64810953909138 y 5
1.13838540022123 f 5
-1.57061711228972 f 1
4.85660835510577 i 0
10.0961262044277 r 1
-1.20544358456316 l 2
7.98939013765126 l 0
7.25581928998745 r 3
5.32526817705441 m 2
5.76347170923162 f 0
5.76548440873555 o 3
5.40711265061776 j 1
1.4929593035321 w 3
-2.31281445794364 b 5
2.024059949619 c 1
-0.865014996837902 p 3
3.57281146201065 m 2
2.14391433222447 j 1
0.779001826475433 b 3
1.38815402908917 x 3
2.76260105989944 w 0
1.31533075129475 e 3
2.614229819961 h 2
1.33602337943831 m 2
7.35836946774676 o 2
0.807117051722153 x 3
11.9637708032887 m 1
4.53201971286042 u 3
-5.67851664506103 h 0
7.93998706319616 v 1
2.56611596972597 z 0
-1.68943792469133 i 4
-0.527960041502813 s 1
-7.45700696096284 h 4
3.83863949189772 z 2
9.64708189561737 i 4
-0.398078980426077 s 5
1.69671543453687 t 2
4.19376204069793 f 3
-0.42597365353106 b 1
3.19250552503225 a 2
1.75661402161407 m 1
0.906430850881186 a 5
4.24652552569692 u 2
6.97081035171402 x 0
-2.45743915688599 s 2
5.56823143879789 i 3
0.56302394355013 g 5
0.162999143146502 w 0
0.921023834053128 h 0
-2.13895347651511 i 1
6.78350735497342 x 4
7.27528766257474 p 2
3.44258405130288 n 3
4.33989022267034 w 1
6.07437042897331 z 6
4.00532261895028 q 1
6.03949182997694 y 1
6.43543847850515 z 0
4.11576294019784 o 5
0.215495087203813 w 3
2.04840809912558 a 0
-9.33947235758183 u 2
-7.82343602514741 b 7
-0.274912900382143 d 1
-1.26602722989561 v 3
-3.28439431413319 n 2
6.97502032568983 q 1
-5.81019984846691 z 0
8.31747849622588 o 2
14.5485280360781 a 7
7.56586106971674 d 0
1.0523868840674 n 0
4.85021846002037 g 3
3.42870756826064 l 4
2.87870787482866 k 1
-4.86106423184059 i 3
1.87392146826539 j 4
3.16584633354079 z 2
4.22999311848405 n 3
1.36024249825987 p 3
6.00615844727234 j 5
5.42102599584636 e 3
6.51421782831295 q 4
7.06023175690461 q 1
0.512382764358035 a 0
-2.41966381142714 t 9
-2.33763564471763 f 2
-0.260568065587903 d 5
0.458257276006085 u 0
7.91823175969892 l 3
-4.63388664684138 r 1
6.49639144637882 c 2
6.87428441234305 q 1
1.77807970532477 i 2
-7.22240722788864 b 1
5.89437684117835 f 2
1.42831583996557 o 2
6.89090882485327 r 2
-0.587737861358836 f 2
-2.11054301909362 b 2
2.3864839155593 l 2
-2.81700401431064 v 3
-4.90881085592067 i 4
2.12312309218929 b 3
5.30051288896452 d 3
2.45712406744691 w 4
3.40852821926818 v 1
0.949742957975196 l 3
-4.97199687809686 p 0
4.04436102536124 h 0
4.63355781922602 s 3
-1.01911085911845 g 1
5.48921048085893 g 2
-2.81004539951557 z 1
-5.81902434170219 l 2
2.20666354140832 x 3
0.316383251660675 r 1
6.83647713245932 v 1
0.984364507198589 f 3
3.32935464221044 s 3
0.13699890244148 a 3
1.96846982337241 i 1
9.08097183531614 c 3
0.227181071815125 s 0
0.308679519395705 q 1
4.67379176211824 w 3
5.42808513934293 q 3
0.942971347853117 z 2
-9.17738414140165 e 1
-3.8660173055966 g 2
2.80333795530443 g 3
-2.28790794406009 f 0
-1.47528941087122 t 1
6.18617080537975 t 2
-0.0730999092675075 b 4
-0.269231765385283 a 2
7.35550236390314 k 1
5.71916601854786 e 5
6.01975406929437 y 2
-1.08702310632174 j 3
5.47506368409589 z 2
13.3250415167835 c 1
-3.07919660040589 c 3
2.9240654647273 p 5
5.47014712743712 e 1
-1.92764377068038 t 1
3.60357401529055 c 2
-0.611217512907897 c 3
3.14711882867384 i 2
-4.52606426093614 h 1
4.40346151897034 g 3
-8.01282540514497 t 3
-2.49856870258622 q 1
-0.113084056501404 w 5
-0.793368139155825 s 4
-0.133291054021988 y 4
-1.78141448501675 s 4
-1.01883358273002 l 0
-1.95841559400597 e 2
14.2449347368683 n 5
3.36359683571551 y 0
-5.55314773228607 q 2
5.89262693531581 a 2
2.84453467221916 w 3
10.6980672137723 g 2
4.55720094375586 m 2
4.50028295741266 o 3
-0.425797044294721 a 1
-6.96557226655284 v 1
5.78396655147888 t 4
-0.619589884346332 p 4
2.53528208451841 e 4
5.65258294165068 p 4
3.15511707377654 v 1
4.80281225480813 i 1
-9.30588424083331 t 1
-1.84502344660167 u 4
2.41878322692433 q 0
6.66545836676787 w 3
0.257390657761678 u 3
3.74297739474541 b 3
-1.35105085118237 a 3
1.69264706715362 j 4
1.19514824630376 e 2
4.43613645378693 n 0
2.78955925426769 e 4
6.00253881277149 c 3
5.16866467499127 g 2
-0.0600637622002829 s 3
2.15684358440385 y 5
-0.671394014613204 o 2
11.660765005776 t 5
0.0894853851703838 e 1
-3.82691328681045 v 4
6.26289017499847 o 0
-0.981003732814377 h 2
8.01531652072874 n 1
2.19051601836808 c 1
2.12576221869108 l 1
-2.26125835203326 g 2
3.84302045880511 f 4
-1.72265051847689 i 0
1.88396541334774 t 2
6.70974506640767 u 2
5.84618785401683 a 2
4.53250958773796 b 3
2.77245026482546 u 6
6.62585755172248 r 4
3.90788373368218 n 1
1.14364153543182 h 2
7.6470030151913 l 3
7.87536965174936 l 2
10.8326535780312 v 3
-2.54915859130643 a 3
5.30356639770296 l 4
-1.5802582364319 m 2
-0.572454282960949 d 0
5.44598613015023 i 4
-0.979051686026729 l 0
13.0192145360923 j 3
5.78511840068894 f 0
-0.199914533304745 n 2
