Ex3a Ex3b Ex3c Ex3d Ex4a Ex4b Ex4c Ex5 Ex6 Ex7 Ex8 Ex9
0 13 0 0.86191019091593 35.2890426750528 0.0192893389663868 0.86191019091593 0.561143432934769 0.413231295533478 0.702604168560356 0.978736175689846 0.632173645338487
1 21 4 1.66461640980019 38.3318210252561 0.0731887090951204 1.66461640980019 0 0.21447426143568 0 0.879128030268475 -3.13303611804314
0 18 3 2.0653072472231 7.84460556062404 0.0278740722375611 2.0653072472231 0 0.0525655381381512 0 0.728790707420558 -1.58064493335912
1 29 0 0.253625965747558 6.61363994458225 0.0264806502188245 0.253625965747558 0 0.735174182057381 0 0.55014949478209 3.234923881561
1 19 1 -0.046678847859683 13.1076223923592 0.507905519983062 -0.046678847859683 0.458743239180185 0.458042948320508 1 0.705764996353537 -0.054771603792819
1 20 1 0.293577352731816 30.273735726974 0.0418446544402589 0.293577352731816 0 0.520750740170479 0.153253173921257 0.695030376315117 1.16358598229697
1 22 0 -1.23305876348966 26.1044300103094 0.18354141882231 -1.23305876348966 0.281815448836424 0.440276247635484 0.823400207096711 0.943920131307095 3.28845760682357
1 22 0 0.270258222599162 23.1696536842734 0.124240573333404 0.270258222599162 0.381134733268991 0.285726022534072 0.617886428255588 0.886801449116319 2.18944996062257
1 23 4 0.210840980899013 31.4332559857517 0.0297455501510753 0.210840980899013 0 0.620551993884146 0 0.54049935657531 -0.0571864802924962
1 21 1 -0.855406691089194 1.38413416112307 0.288223297010764 -0.855406691089194 0.0437412456190214 0.202528520300984 0 0.978580514201894 -1.10818096851914
0 24 0 3.00633278506832 32.2165376443416 0.0416458344717083 3.00633278506832 0.543817469705828 0.252649492956698 1 0.730625396827236 2.67785161368798
0 19 0 1.57760149549413 26.6009720621863 0.756793218933257 1.57760149549413 0.432003122852184 0.518246790207923 0.917927564354613 0.670632232213393 -1.16407572830343
1 25 4 -0.743722819680372 23.9750705861021 0.0936883342607568 -0.743722819680372 0.364588860315271 0.157857363671064 0.231071411399171 0.797465082025155 1.2774451772025
1 24 0 1.77593019506784 16.7097558640176 0.100029613900309 1.77593019506784 0.076546385618858 0.329457199759781 0 0.926192724844441 1.0098909354566
0 14 1 0.0800985173544586 32.2178592530778 0.575324408681997 0.0800985173544586 0.424500062563457 0.0186624709516764 1 0.675505392020568 -0.545565576280421
1 17 0 2.81761690176406 21.6638981970493 0.180051109591327 2.81761690176406 0.470232530594803 0.03845703471452 0 0.698307461338118 -0.0125084339787211
0 20 1 1.02802936505529 13.7299312675837 0.167372402262392 1.02802936505529 0.0591415872983635 0.676131047308445 0.451242115814239 0.587201186455786 -0.856520683549012
1 17 0 1.52060185016237 24.7895632913103 0.0282492788424351 1.52060185016237 0 0.066426089219749 0 0.749545716680586 -1.20119587407081
1 8 2 2.77113819486179 36.4800414837664 0.199029323793155 2.77113819486179 0 0.274515557475388 1 0.92369764088653 0.125323678931494
0 22 2 2.36702297334327 5.26386402416974 0.623600076538583 2.36702297334327 0 0.0266784966224805 1 0.978992393938825 1.96277960850609
1 22 1 0.938872714708887 19.6969514524331 0.28941108843774 0.938872714708887 0.483826528936625 0.0820580872474238 0 0.773862845264375 0.284518501360728
0 24 0 -1.83985592340183 1.29226564655546 0.00738138066531625 -1.83985592340183 0 0.0623727241531014 0.451255759457126 0.83180029457435 1.40511021302974
1 30 1 -1.49194907097609 36.580225460045 0.278120480774248 -1.49194907097609 0.133595557222143 0.262235868140124 1 0.709453085437417 0.362673728892881
1 30 0 0.442364490424481 37.1007481028559 0.0534723677362005 0.442364490424481 0 0.208322526142001 1 0.717075464781374 0.8055985521827
1 19 1 1.5767387707943 3.49752922952175 0.135085718827548 1.5767387707943 0.454420138248243 0.0589851144701243 0.820886638248339 0.925268584629521 1.78798500951881
1 23 0 2.59518810475943 15.8859316189308 0.137931833351084 2.59518810475943 0 0.260105385258794 1 0.947279541287571 0.860658973357643
1 23 0 1.37986626802169 17.9077678073896 0.0409739309300979 1.37986626802169 0.0846275375923142 0.215327191539109 0.33014713623561 0.943843617802486 1.72674691512382
0 20 0 0.670149456897808 18.084590689186 0.0575568635637561 0.670149456897808 0 0.459346096217632 0.5 0.857878372073174 0.136997509693403
1 18 3 2.24801952229218 18.0346601782134 0.00447790355732044 2.24801952229218 0.578835340328515 0.0153110820800066 0 0.922776693711057 2.35662246273394
1 23 0 -0.0570231834784401 17.5110365674365 0.0237193139425168 -0.0570231834784401 0.386889294148423 0.630225228704512 0.0503777591511607 0.898687512381002 -2.24758568029008
1 23 5 1.48746737546643 10.1638379152166 0.109983683175718 1.48746737546643 0.30870886255987 0.240747307729907 0.25747259799391 0.907578515354544 0.545915603345337
1 23 0 -2.84928808344849 14.7168807087 0.0211666189910223 -2.84928808344849 0.485051692994312 0.295243253000081 1 0.63661614083685 -1.04293587479726
1 26 1 -2.08109384749172 26.2992041394347 0.473719220985755 -2.08109384749172 0 0.125963686080649 0 0.942590445978567 0.544083168004115
1 18 1 1.96512774992423 0.508985522366129 0.160291825414153 1.96512774992423 0.433621922335587 0.626443873345852 0 0.646028809482232 -0.979827622797484
0 22 3 -2.8584402045957 12.4548936111154 0.172935203951342 -2.8584402045957 0 0.138986254483461 0.495228624437004 0.862058159895241 0.928199084891481
1 27 1 -0.117340675221218 7.34125623332802 0.0569012484654629 -0.117340675221218 0.184903622562997 0.658499866165221 0 0.926802268018946 0.462827339912419
1 26 1 1.77794577944903 37.7519318259787 0.0633976713288575 1.77794577944903 0 0.214778640959412 0.0124264042824507 0.991638661362231 -1.96214925588469
1 20 1 3.05137825104617 8.85644278386608 0.395231353408452 3.05137825104617 0.0555140816792846 0.626848097145557 0.529943632194772 0.58923029829748 -0.888098919588634
1 22 0 0.907192587050819 15.5129261669936 0.0814308907526235 0.907192587050819 0.199160550017841 0.255452988483012 0.58545640623197 0.838806431274861 -0.197631213758831
1 29 0 -1.77048166046874 31.1455527108163 0.0729325405942897 -1.77048166046874 0.229255850370973 0.0810339944902807 0.388384088641033 0.858601039741188 0.323756577401527
0 20 4 -0.99897025100054 34.8775804322679 0.0418404609275361 -0.99897025100054 0.330638446295634 0.32242627274245 0.318150223931298 0.840829952154309 0.829186504119891
1 20 2 -0.532790722544474 24.8688252914697 0.539348588607518 -0.532790722544474 0.384158005276695 0.274218875542283 1 0.41063937637955 1.93464118389749
0 27 2 0.420353061464152 12.8279754133429 0.0916324985834459 0.420353061464152 0.166589461043477 0.277960860868916 1 0.851054524537176 1.14814625169794
0 26 0 0.401551970218818 28.2023175120819 0.0330991480567848 0.401551970218818 0 0.241132872691378 0 0.766430141637102 -1.13791003517844
1 22 0 1.80795931592249 6.57065149594564 0.0106233176775277 1.80795931592249 0.0419708212325349 0.48430853728205 0 0.946481745922938 -0.68214944472663
1 30 0 -0.0690125906101809 13.6747158745537 0.265763530705881 -0.0690125906101809 0 0.122833697125316 1 0.989315866492689 -1.66646522178078
1 19 0 0.0916559394217346 15.8796429431532 0.0594537083525211 0.0916559394217346 0 0.125423530116677 1 0.939576941775158 1.02371185516039
0 19 0 0.431826301278362 32.8271782910684 0.136426889621212 0.431826301278362 0.471385504966602 0.405688234046102 0.0486720756161958 0.793716142652556 -0.950461276577754
0 19 1 2.07987527522146 13.1684105061926 0.341554552302663 2.07987527522146 0 0.22191602778621 1 0.774922668933868 -0.0267856741455765
1 18 0 0.8973341164723 39.5916269374546 0.55230424798708 0.8973341164723 0.306322264573537 0.0589702257653698 1 0.9566502769012 -1.04333689157803
0 23 0 -1.72464530240081 9.73608120791614 0.0900698314088505 -1.72464530240081 0.518416998963803 0.384214579686523 0 0.946896980050951 0.853526891756782
1 17 1 4.03750412096272 15.7104039005702 0.676209716401756 4.03750412096272 0.227950888508931 0.0390875283395872 0 0.895493486197665 0.575175015506332
1 22 0 -0.997075616302457 2.35968174012378 0.11889993158436 -0.997075616302457 0.349671346992254 0.152902242168784 1 0.682664040941745 0.141128411321268
1 21 0 0.644869379080858 16.7670460345922 0.147964299183788 0.644869379080858 0.549831868917681 0.613939809985459 0.482465326553211 0.980538127943873 0.463732536821785
