ex1 ex2 ex3 ex4 ex5 ex6 ex7a ex7b
0 1.60862367743371 5.09991055795201 1 0.98879921156913 0.281995062257825 23 0.413337527071953
1 1.54136446790599 0.585171598855283 0 0.896040333434939 0.0518552428776382 13 0.0190362684126641
0 2.49126502670712 1.08215084725798 0 0.991049044998363 0.00731531380121497 30 0.0545630771415056
0 2.91441770133068 1.75611129121632 0 0.925078007392585 0.00446310109697401 27 0.0688131775304272
0 1.05320356019451 4.99885210200373 2 0.985935900127515 0.00298194953689716 36 0.0371463062555571
1 1.87267037601559 1.16031840530683 0 0.962132699321955 0.323196728878952 21 0.202680799384248
0 1.94260803325832 0.860692817971941 1 0.980755622498691 0.102939433640935 25 0.100474131816506
1 2.26783808500492 0.232292604686279 1 0.961924339644611 0.0143799930411071 19 0.0587784586398787
0 1.78821895495877 1.47121907752974 0 0.985481664305553 0.269845333043216 35 0.177455186536145
1 1.17309484577528 2.30132129443027 0 0.9403349715285 0.0117971644514736 23 0.043799349270459
0 1.95603201341344 -3.83651518473475 2 0.97430491168052 0.00101608463384855 26 0.055161924374398
1 2.15228414413519 1.23643301834181 0 0.861922558397055 0.18516442786988 29 0.0293865344940206
0 1.93170537529705 1.29739645022618 0 0.947542136069387 0.0615716883392683 24 0.0122848362032626
1 2.14950320383837 30.9331883545039 0 0.861558017553762 0.0929233241907139 32 0.0248112362129865
0 3.23152727731638 0.289666050425214 0 0.979820464970544 0.0333314475319875 28 0.121997509120849
1 1.94476976800843 -4.15217816341743 0 0.975696752313524 0.0817361956394393 14 0.428485035672227
0 1.52878674139183 3.49270241925976 1 0.891097062500194 0.110987276552317 24 0.109887167402983
0 2.8117302208462 1.48424522015977 1 0.966405703686178 0.0484204455196072 32 0.278414251976242
1 1.62930030012727 1.3787415874012 2 0.95326538849622 0.0544328708603757 29 0.232676094940308
0 2.18608612244472 2.17220477739276 1 0.885241276817396 0.034889975801991 34 0.0743852706777083
0 2.35282144327377 2.05815528993033 0 0.987357790814713 0.00203620342152044 53 0.00246996166990013
0 2.58906319840424 2.97441696915833 1 0.994618942728266 0.0858987038076181 39 0.0473668908345643
1 1.29514081724208 0.669124056951411 0 0.976368470815942 0.0549009016017844 26 0.00999105397836837
0 1.64261383263699 1.09074100404764 0 0.98404988925904 0.0580703791507863 33 0.0883872648449363
0 2.61813153516315 6.09490390018487 2 0.996220697183162 0.023935809396725 40 0.0622871823961268
1 2.75414378909675 2.27037108622306 0 0.990445370785892 0.387868059054303 49 0.0543254770565073
1 2.63378727566903 2.11617705962421 2 0.998392638750374 0.0821204354343268 38 0.16698988015523
0 2.67524968631673 -19.6354932133613 1 0.946398332016543 0.306926728450327 40 0.171649505227564
0 2.59616035043074 -1.8798867308857 1 0.96392528526485 0.173881723335222 26 0.0955601002889221
1 1.73159690681046 -0.0549460171350149 0 0.951288075884804 0.0429733036623952 18 0.00159680383984704
1 0.960720332315142 0.99916093143538 1 0.965779531048611 0.349602399674321 23 0.0158542559507328
0 2.76947364923855 1.76825610512042 1 0.995995195349678 0.0460095554207936 46 0.0150465982890612
1 1.01625439099241 6.16630020828848 2 0.936080882092938 0.086719441727056 16 0.0523356415608243
1 2.70776237061164 2.44902623545578 1 0.993056487524882 0.0572287014102823 13 0.261043829429314
1 1.66153299003966 -1.31729902111349 0 0.998496433021501 0.31983451032455 36 0.0114909813714188
1 2.06564237730898 1.09968282354073 0 0.935616733506322 0.198393281032916 50 0.0128432385296234
1 2.38263087835417 0.607485025422365 0 0.996732837054878 0.000409814980178767 25 0.0407689108790175
0 3.51453693171015 0.603187715297211 2 0.981193671468645 0.124093707054451 13 0.242864273772794
0 2.60523200304472 4.62772555728423 2 0.987073217984289 0.0187350483352324 41 0.0227093738126191
0 3.31473578228177 1.06414395208497 0 0.985996366012841 0.087550901321749 37 0.127140123965748
0 1.70917411600323 -0.966316793904187 2 0.989230182254687 0.136651368278454 27 0.0490941026097012
0 2.33953480791872 2.67496186609142 1 0.95423054555431 0.102455079965435 21 0.0184643863247254
0 1.05568482660481 0.775669954677155 0 0.978050944628194 0.107646114123324 19 0.368447992178521
1 2.26923077836675 0.944985468040037 1 0.957308386918157 0.0062857990337955 29 0.27103781673828
0 1.44209025248418 0.465961035110836 0 0.984973083948717 0.00512998665468181 35 0.0312231991373224
1 1.25391790350863 0.802975257904342 0 0.943505501840264 0.0068188281713577 28 0.470785174197173
0 1.87655404898765 0.760911032752416 2 0.83755897777155 0.205551901887315 14 0.0581182779844951
1 1.61875754579624 1.10369284007185 0 0.868511284003034 0.115100724630714 63 0.236466408418968
0 2.61387651058535 1.95741345272622 0 0.997470935573801 0.17035772740699 23 0.223808928910062
1 2.24119586363094 0.533895831959419 0 0.981725675286725 0.118963533830133 27 0.434462460288976
1 2.45946676325273 1.94376832536031 0 0.941605480154976 0.0332605050853498 39 0.0996892989008674
1 1.79963747919065 1.26444560583269 2 0.972336965845898 1.40804543523582e-05 31 0.0833929848001414
1 0.864914020185503 -0.251606221517994 2 0.967018020804971 0.140903801498028 32 0.0493002244618567
1 2.3860899020647 2.65316395530677 1 0.978149922098964 0.0615606317902698 22 0.0254063970450354
0 2.91571226121593 0.987965473230732 1 0.996443944750354 0.103550162552498 35 0.216055692388725
0 2.05606268669865 -7.7063092432258 1 0.951354269403964 0.0189168808313998 19 0.0524025952846214
0 2.48642878906211 0.785307646459711 0 0.985952505841851 0.000517317123173382 12 0.0536054369011843
0 2.26463990842135 1.20370887772224 1 0.947172645013779 0.021421097219878 13 0.0140744357722232
1 1.97275476148996 -1.9383834062457 1 0.923880814574659 0.0237919975882269 16 0.371682743298328
1 1.87463974694489 -10.0726074795183 1 0.969959116540849 0.0875676846736977 17 0.0291643476230411
0 2.59784016081768 1.24345176561832 1 0.990427803480998 0.00684752490517185 22 0.0820835458265768
0 1.75295712559447 1.09405676693839 1 0.880958722904325 0.00607322624698983 34 0.10096425413031
0 2.74127016620266 0.0773297100665183 0 0.950172612909228 0.0347018476132931 44 0.0768249816059865
0 2.52186232542056 4.57299724984837 0 0.92974111950025 0.539086012037624 18 0.032462173682713
0 0.847827664192294 1.05558484699086 1 0.962889528600499 0.0381084913335821 17 0.112146883568008
1 2.86177442148771 0.796798011124172 0 0.992150420090184 0.00148124646067217 26 0.217414816700393
1 2.08606798449733 1.31602831546863 0 0.968035909347236 0.0744067839935714 45 0.364230603617072
0 1.24539140356549 0.0472276197973909 1 0.924896883079782 0.213020148015073 33 0.0147252882251868
0 1.23712846124896 1.57976577403432 1 0.852061529643834 0.142590334376533 21 0.0196809258714721
0 2.33641253108621 -0.906843011046207 0 0.996612327871844 0.0904274717429097 26 0.0823005954609127
0 1.68341383864569 3.70917796078584 1 0.963793676579371 0.0274352710436212 19 0.219359309023622
1 2.21642327884149 3.14158261175991 0 0.991739465622231 0.0376122888078609 28 0.142860791791292
1 1.51277149815015 1.57751448301775 2 0.989535358035937 0.000278808488996937 27 0.0901868583231761
1 2.91813499330586 1.55068496559827 0 0.880397953791544 0.131006237540398 45 0.158889670598911
1 2.04600784520345 -0.915238828912988 1 0.96001516468823 0.342659604094584 38 0.0536271059457716
0 1.89047285668996 -26.817200874594 0 0.946184627944604 0.126588638833177 25 0.0519317553403812
0 1.56869596426158 0.570540715128307 2 0.981043969513848 0.303304700565453 44 0.0210337391820917
0 1.91459019606496 -6.52824622972793 1 0.813956642523408 0.505513863077013 25 0.0609549236911777
0 2.6642649245336 6.26819109277925 0 0.999800079967827 0.0110735381102881 35 0.14000580330894
0 2.81634528050708 10.5172807799598 0 0.999879467766732 0.094719018311797 25 0.183823475910564
0 2.57038268035643 4.55439406081213 0 0.87447651126422 0.0126062354905305 20 0.0676531830450167
0 1.64516247733841 8.31944139335756 0 0.977710379287601 0.182402952486094 24 0.110588920473208
1 2.39453186489915 2.13805301765549 1 0.893964474089444 0.182538453332391 45 0.333370797168045
0 1.7976375332122 0.964894498050091 2 0.974461265606806 0.0762766393970535 18 0.0610382434584804
0 2.23833395531812 -0.276845768943553 1 0.99428640701808 0.158720689512277 33 0.0731088247502575
0 2.39892773213687 -0.577000826104133 1 0.982248881133273 0.024578743127377 22 0.0471381633542478
1 1.76959649093749 2.83044863540804 0 0.985296247992665 0.15033566981305 32 0.133728646868952
0 2.56949531031559 0.733890205407387 0 0.953005186049268 0.0586406411147511 35 0.0347589551018098
0 1.15976787696895 1.23524222726747 2 0.993601982248947 0.0481228506460391 18 0.0309125365276902
0 0.71960623445273 0.741528238479772 0 0.984253094997257 0.00962534406747546 16 0.066761128564652
1 1.92317212343375 0.885870726644246 0 0.990872905123979 0.026805966536911 19 0.00144668136841952
1 2.94018056178568 7.84358445724534 0 0.894101139856502 0.0101074600666717 17 0.205210820404403
1 1.66970042261314 0.979461360717112 0 0.971013183472678 0.00793716851118357 35 0.18401425066969
0 1.57212324172935 2.14506547376905 0 0.983490012120456 0.0538634341519692 42 0.0952656763372808
0 1.77896123814056 3.00326880804776 1 0.985390455462039 0.28877568051834 50 0.0608556217992225
0 2.20902880074791 -6.08648643735821 0 0.969296069117263 0.408541736152235 40 0.258093559096314
0 1.00425129599981 -1.31599867540232 1 0.994239709572867 0.409578709123967 28 0.118745358378261
0 2.73640742803343 0.913600850071181 2 0.978813395369798 0.124588920737104 26 0.0192893066215983
0 1.22641585840504 0.506800827238803 0 0.883080277359113 0.0350616306955893 26 0.018770499224524
0 2.06715377005073 0.0311071195457702 1 0.993771523470059 0.103885761484162 36 0.156916033697452
0 1.1616172785374 -13.5127478502504 2 0.994036244228482 0.563463693176108 24 0.250075123689387
0 2.46539882477116 4.00528648291385 0 0.990715047344565 0.0625948114609752 29 0.0626836497512822
1 2.29187863758561 1.41996851146589 0 0.980120211141184 0.21098340458551 22 0.016281128030371
1 0.62228231808141 -3.64377069207107 2 0.970168377272785 0.00113463935919105 44 0.0151877697381015
1 1.74747436711223 0.931866691858863 0 0.948494379641488 0.322984660392917 22 0.427300006732593
0 2.99499473919784 4.19981695593106 1 0.995259988121688 0.0524127413676821 11 0.147146993143677
0 1.99827861438514 2.56145384496741 0 0.966453883331269 0.186540134773773 26 0.00738578566812757
0 1.25095822071837 0.790004290225078 1 0.952049211133271 0.0321552886948203 32 0.0197204993408475
1 2.85183628627959 3.14063042413964 2 0.915844967588782 0.240820282565047 17 0.118174556456357
0 1.86347772902998 -6.10762247487771 1 0.991178156109527 0.0511493882648317 27 0.0488254924930014
0 1.64385556477484 5.10806067463645 1 0.941869587404653 0.472651466284021 47 0.0514233209872367
0 2.27238043670633 10.1375725768329 0 0.982235639123246 0.15384761024118 12 0.0503833714016789
0 2.42696870071326 2.96796937510983 1 0.940579945920035 0.131926068846236 25 0.193358142471317
0 2.43732567380534 4.28972068526904 0 0.993931856704876 0.309751753787854 35 0.342008361604878
0 1.55352891270154 0.698648189910382 1 0.924462029943243 0.627006192585452 30 0.0713272777234984
1 1.00887533794102 3.07122640506388 2 0.984240419464186 0.102879822667909 17 0.269963057398316
1 1.92201773924377 -0.932392497613191 1 0.989774314220995 0.15982920428986 17 0.0768980563844781
1 2.1765808041383 0.193569951850962 1 0.971942157484591 0.570963251770252 30 0.418586057361564
0 1.95517471566874 0.0834738206574592 1 0.958454424282536 0.0396812529528892 40 0.222998580011426
0 2.38436449576776 2.26188010991756 1 0.940718054771423 0.0189502578613123 27 0.0755060016731354
1 1.27995745643363 0.382178939366392 2 0.958145267562941 0.151774424767728 49 0.102503788903518
0 1.51975557272635 4.92640820322382 2 0.915664636529982 0.0481762268240874 36 0.000522380027718641
1 2.41394868874423 -3.80395581441192 1 0.945264061214402 0.226265521607774 10 0.409084354076682
0 1.84816533262501 -2.06070111961856 0 0.925348167307675 0.0142298044043344 30 0.250012872829956
0 1.88267915468272 1.64760155881204 1 0.856987244915217 0.0342482517019383 28 0.145898825160981
0 1.8592959696766 3.9037742609252 0 0.983463952317834 0.30923570965676 19 0.0502635263586165
0 2.0206499138587 -0.00538183082158228 2 0.986045539146289 0.022536855983189 31 0.322942405267628
0 1.92550083783004 2.80526611753741 0 0.834174550371245 0.0883651937149836 31 0.0377523957600666
0 2.05622501697155 1.50764320399831 0 0.978867040714249 0.0104045373257497 12 0.105808651874558
0 1.26959811844672 -3.68302304761725 0 0.906842621741816 0.220603024186944 28 0.189209254337755
0 1.84452660779623 0.46692495909091 1 0.98283264762722 0.106843367681046 39 0.0441826326848083
0 1.93201597170854 -3.24093940731339 0 0.854729467770085 0.0917194867737609 31 0.0559897581744637
1 2.55652814603539 0.155742622620823 0 0.977947719395161 0.0418201144986553 16 0.311778970322927
0 1.9571352627337 0.59008265132179 0 0.971155013656244 0.0480834627071241 46 0.0591617865437591
0 1.28397700282273 4.26510597952646 0 0.88778869016096 0.0675437463476357 53 0.232334175211275
0 1.24374878692843 0.916290719143162 1 0.994306873297319 0.000429860177308269 37 0.0974505282630002
1 1.75619441882576 -4.62714532100199 0 0.94645761558786 0.0673256791390961 22 0.0208355722526477
1 2.63802140859679 2.27258790100616 1 0.949036437086761 0.118533716774421 41 0.208889716162665
